Date,FID,Station,Source,Longitude,Latitude,DEM,Location,GROUND,Chirps,IMERG(mm/hr),IMERG(mm/month),NDVI,Slope
10/1/2005,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,37.7,19.32554626,0.052000001,38.6880008,0.399,0.998313038
11/1/2005,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,87.3,96.02707291,0.090000004,64.80000257,0.4482,0.998313038
12/1/2005,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,143.9,92.96653748,0.148000002,110.1120014,0.4748,0.998313038
1/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,113.4,110.9250109,0.140000001,104.1600004,0.4985,0.998313038
2/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,80.8,138.4083939,0.104000002,69.88800144,0.4875,0.998313038
3/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,20,38.21056366,0.028000001,20.83200064,0.4757,0.998313038
4/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,143.8,82.7863059,0.137000009,98.64000678,0.4458,0.998313038
5/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0,8.473912239,0.003,2.232000019,0.4428,0.998313038
8/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,4.2,0,0.003,2.232000019,0.4249,0.998313038
9/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,1.1,0,0,0,0.4132,0.998313038
10/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,67.1,58.38285828,0.101000004,75.14400262,0.4129,0.998313038
11/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,25.9,40.98917818,0.041000001,29.52000082,0.4808,0.998313038
12/1/2006,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,52.3,77.2393837,0.051000003,37.94400206,0.3859,0.998313038
1/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,137.2,121.430104,0.141000003,104.904002,0.4337,0.998313038
2/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,206.5,144.7767067,0.172000006,115.5840039,0.4477,0.998313038
3/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,71.5,72.88444376,0.073000006,54.31200475,0.4801,0.998313038
4/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,19.3,39.02865362,0.036000002,25.92000157,0.4866,0.998313038
5/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,4.6,20.45700192,0.026000001,19.3440004,0.4571,0.998313038
6/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0,0,0,0,0.4178,0.998313038
9/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0,0,0.001,0.720000034,0.3865,0.998313038
10/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0,8.731701136,0.006,4.464000039,0.3609,0.998313038
11/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,79.3,74.97967148,0.086000003,61.9200021,0.3569,0.998313038
12/1/2007,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,83,82.83763385,0.095000006,70.68000466,0.4778,0.998313038
1/1/2008,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,111.9,142.4732971,0.131000012,97.46400905,0.4408,0.998313038
2/1/2008,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,88.7,69.60861111,0.084000006,58.4640044,0.4441,0.998313038
3/1/2008,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,26.8,28.63282633,0.021000002,15.62400118,0.4751,0.998313038
4/1/2008,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0.1,18.60214269,0.006,4.320000038,0.4525,0.998313038
5/1/2008,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,3.3,10.39275551,0.005,3.720000263,0.4275,0.998313038
9/1/2008,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,9.5,0,0.003,2.160000019,0.3815,0.998313038
10/1/2008,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,12.6,24.1278019,0.065000005,48.36000377,0.4196,0.998313038
11/1/2008,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,29.1,50.74532318,0.041000001,29.52000082,0.411,0.998313038
12/1/2008,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,80,111.7247362,0.080000006,59.52000421,0.4288,0.998313038
1/1/2009,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,61.5,98.29581785,0.063000001,46.87200075,0.4518,0.998313038
2/1/2009,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,204.2,211.6720066,0.258000016,173.3760109,0.5091,0.998313038
3/1/2009,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,96.5,108.3804359,0.100000001,74.40000111,0.5107,0.998313038
4/1/2009,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,18.5,28.39738345,0.018000001,12.96000078,0.4978,0.998313038
5/1/2009,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0.3,10.78858709,0.006,4.464000039,0.4339,0.998313038
9/1/2009,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,49.4,0,0.029000001,20.88000074,0.4181,0.998313038
10/1/2009,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,44.8,33.45892501,0.059000004,43.89600304,0.4201,0.998313038
11/1/2009,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,156.1,115.3668098,0.133000001,95.76000094,0.4904,0.998313038
12/1/2009,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,181.7,143.1079197,0.173000008,128.7120059,0.5584,0.998313038
1/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,180.6,220.1925621,0.213000014,158.4720107,0.6003,0.998313038
2/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,130.1,125.6609287,0.138000011,92.73600769,0.502,0.998313038
3/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,1.4,43.51909351,0.013,9.6720002,0.6147,0.998313038
4/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0,14.65581608,0.005,3.600000255,0.5004,0.998313038
5/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0.1,8.478386641,0.004,2.976000141,0.4479,0.998313038
6/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0.2,0,0.002,1.440000068,0.3956,0.998313038
9/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0,0,0.001,0.720000034,0.3991,0.998313038
10/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,20.9,15.90268755,0.023000002,17.11200142,0.4072,0.998313038
11/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,0,21.48010945,0.002,1.440000068,0.4161,0.998313038
12/1/2010,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,172.1,167.3323126,0.200000003,148.8000022,0.4229,0.998313038
1/1/2011,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,120.3,110.0465317,0.137000009,101.928007,0.473,0.998313038
2/1/2011,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,175.8,166.9759369,0.228000015,153.2160101,0.5406,0.998313038
3/1/2011,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,111.3,91.70584106,0.097000003,72.16800213,0.5432,0.998313038
4/1/2011,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,73.1,61.58658123,0.109000005,78.48000348,0.5944,0.998313038
5/1/2011,90,Dafna Man 09/1976-05/2011,IMS,35.6337,33.2254,127,Mountainous ,13.2,19.6020031,0.023000002,17.11200142,0.5123,0.998313038
9/1/2011,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,31.9,0,0.012,8.640000075,0.3995,0.998313038
10/1/2011,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,1.4,9.459624767,0.008,5.952000283,0.4249,0.998313038
11/1/2011,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,121.2,72.9700222,0.135000005,97.20000386,0.4546,0.998313038
12/1/2011,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,33.2,81.2782135,0.050000001,37.20000055,0.4758,0.998313038
1/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,257.2,230.1385193,0.253000021,188.2320156,0.4964,0.998313038
2/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,160.3,145.8341541,0.170000002,118.3200012,0.4811,0.998313038
3/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,86.7,95.43917871,0.119000003,88.53600204,0.5128,0.998313038
4/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0.3,17.09660053,0.005,3.600000255,0.5152,0.998313038
5/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,1.3,10.88805771,0.009000001,6.696000405,0.4231,0.998313038
6/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,23.8,0,0.002,1.440000068,0.4258,0.998313038
9/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0,0,0,0,0.41,0.998313038
10/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,11.4,27.83011079,0.025,18.60000028,0.4063,0.998313038
11/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,100.7,94.62741089,0.109000005,78.48000348,0.4397,0.998313038
12/1/2012,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,225.7,136.1347694,0.253000021,188.2320156,0.5172,0.998313038
1/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,204.4,303.0496149,0.290000021,215.760016,0.5254,0.998313038
2/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,44.5,104.8341007,0.063000001,42.33600068,0.5281,0.998313038
3/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,14.8,26.76374245,0.008,5.952000283,0.5257,0.998313038
4/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,63.9,41.19136143,0.068000004,48.96000266,0.547,0.998313038
5/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,5.4,13.78251147,0.020000001,14.88000105,0.4524,0.998313038
8/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0,0,0,0,0.4394,0.998313038
9/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0,0,0.005,3.600000255,0.4118,0.998313038
10/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,3.6,15.39166832,0.013,9.6720002,0.409,0.998313038
11/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,12.2,42.26669979,0.008,5.760000274,0.4163,0.998313038
12/1/2013,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,116.1,247.8381557,0.186000004,138.3840033,0.4449,0.998313038
1/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,16.4,41.17266464,0.014,10.41600032,0.4485,0.998313038
2/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,43.6,52.17139053,0.030000001,20.1600008,0.4735,0.998313038
3/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,99.5,85.42527199,0.083000004,61.75200319,0.4909,0.998313038
4/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0.7,20.04387331,0.006,4.320000038,0.4832,0.998313038
5/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,57.4,15.82035589,0.045000002,33.48000133,0.4684,0.998313038
6/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0.3,2.169691086,0.003,2.160000019,0.4451,0.998313038
8/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0.3,0,0,0,0.4057,0.998313038
9/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0.8,0,0.006,4.320000038,0.4024,0.998313038
10/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,26.2,24.28112531,0.049000002,36.45600182,0.4227,0.998313038
11/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,134.8,118.9502106,0.170000002,122.4000013,0.4647,0.998313038
12/1/2014,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,25.7,72.25786114,0.043000001,31.99200109,0.5285,0.998313038
1/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,172.2,154.8851643,0.15200001,113.0880075,0.5191,0.998313038
2/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,149.2,170.8700123,0.167000011,112.2240071,0.536,0.998313038
3/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,32.9,43.94400883,0.028000001,20.83200064,0.5126,0.998313038
4/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,54.8,40.96869326,0.067000002,48.2400012,0.538,0.998313038
5/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,9.5,6.944349527,0.008,5.952000283,0.4724,0.998313038
6/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0.7,0,0,0,0.4563,0.998313038
8/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0,0,0,0,0.4046,0.998313038
9/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0.2,1.656986721,0.002,1.440000068,0.4145,0.998313038
10/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,46.3,26.959795,0.055000003,40.92000255,0.4495,0.998313038
11/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,50,42.97153425,0.038000003,27.3600018,0.4796,0.998313038
12/1/2015,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,68.7,43.54053903,0.056000002,41.66400129,0.5119,0.998313038
1/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,128.5,151.9056396,0.135000005,100.440004,0.5008,0.998313038
2/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,73.2,115.8408464,0.087000005,60.55200344,0.458,0.998313038
3/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,33,78.55261064,0.048,35.71200031,0.5271,0.998313038
4/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,58.1,32.53739929,0.027000001,19.4400005,0.5045,0.998313038
5/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,10.5,11.12072206,0.011000001,8.184000649,0.4785,0.998313038
8/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0,0,0,0,0.4148,0.998313038
9/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0.2,0,0,0,0.4082,0.998313038
10/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,4.3,8.916005373,0.002,1.488000071,0.4389,0.998313038
11/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,27.8,24.84547043,0.022000002,15.84000126,0.445,0.998313038
12/1/2016,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,262.7,163.1992188,0.276000023,205.344017,0.4578,0.998313038
1/1/2017,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,107.4,81.73418236,0.075000003,55.80000222,0.4867,0.998313038
2/1/2017,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,15.4,83.07224178,0.027000001,18.14400047,0.4575,0.998313038
3/1/2017,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,42.4,76.50374985,0.046000004,34.22400284,0.5081,0.998313038
4/1/2017,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,10.2,20.74614477,0.011000001,7.920000628,0.5173,0.998313038
5/1/2017,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,6.3,6.413460732,0.004,2.976000141,0.4702,0.998313038
8/1/2017,90,Dafna Man 09/2011-12/2025,IMS,35.6337,33.2254,127,Mountainous ,0,0,0,0,0.3934,0.998313038
